MD_EARN_WNE_P10,STUFACR,STUFACR,C150_4,ADM_RATE,MD_EARN_WNE_P10
56746.0,22.0,22.0,0.6214,0.8132,56746.0
42244.0,23.0,23.0,0.3741,,42244.0
49483.0,14.0,14.0,0.5717,0.8095,49483.0
43445.0,11.0,11.0,0.6761,0.7168,43445.0
34098.0,20.0,20.0,,0.9827,34098.0
35442.0,24.0,24.0,,0.952,35442.0
36288.0,28.0,28.0,,0.9617,36288.0
72282.0,5.0,5.0,0.5469,0.3372,72282.0
43137.0,14.0,14.0,0.6702,0.6437,43137.0
60249.0,24.0,24.0,0.6918,0.6386,60249.0
42508.0,12.0,12.0,0.3657,,42508.0
36624.0,15.0,15.0,0.3547,0.6994,36624.0
28928.0,9.0,9.0,,,28928.0
26752.0,8.0,8.0,,,26752.0
55294.0,14.0,14.0,0.6812,0.5661,55294.0
61675.0,17.0,17.0,0.8479,0.2504,61675.0
71588.0,16.0,16.0,0.9001,0.2335,71588.0
23091.0,8.0,8.0,,,23091.0
38219.0,34.0,34.0,0.4105,,38219.0
35234.0,24.0,24.0,,,35234.0
52312.0,19.0,19.0,,,52312.0
38359.0,19.0,19.0,0.3823,,38359.0
42267.0,6.0,6.0,,,42267.0
40782.0,23.0,23.0,0.332,,40782.0
39863.0,6.0,6.0,0.3125,,39863.0
21386.0,24.0,24.0,,,21386.0
29204.0,15.0,15.0,,,29204.0
38315.0,27.0,27.0,0.4609,,38315.0
19824.0,11.0,11.0,,,19824.0
33415.0,11.0,11.0,0.1473,,33415.0
68010.0,13.0,13.0,0.5313,0.5769,68010.0
39696.0,15.0,15.0,0.5754,0.9653,39696.0
16879.0,20.0,20.0,,,16879.0
37894.0,13.0,13.0,0.6364,,37894.0
32793.0,7.0,7.0,,,32793.0
39876.0,26.0,26.0,0.4686,,39876.0
40082.0,16.0,16.0,,,40082.0
30413.0,17.0,17.0,,,30413.0
34107.0,12.0,12.0,,,34107.0
18342.0,20.0,20.0,,,18342.0
47003.0,10.0,10.0,0.0,0.6757,47003.0
40318.0,38.0,38.0,0.3718,,40318.0
38129.0,12.0,12.0,,,38129.0
39813.0,8.0,8.0,,,39813.0
,9.0,9.0,,,
46989.0,3.0,3.0,,,46989.0
35014.0,15.0,15.0,,,35014.0
40654.0,19.0,19.0,0.4456,,40654.0
75328.0,13.0,13.0,0.8411,0.1894,75328.0
33350.0,13.0,13.0,,,33350.0
34949.0,9.0,9.0,,,34949.0
33929.0,20.0,20.0,0.6051,,33929.0
56343.0,19.0,19.0,0.6767,0.705,56343.0
59209.0,17.0,17.0,0.6198,0.758,59209.0
39664.0,21.0,21.0,0.3793,,39664.0
36650.0,2.0,2.0,,,36650.0
49232.0,11.0,11.0,0.5631,0.9466,49232.0
41923.0,27.0,27.0,0.4168,,41923.0
39903.0,24.0,24.0,0.3625,,39903.0
36739.0,21.0,21.0,0.3704,,36739.0
34627.0,8.0,8.0,,,34627.0
40624.0,20.0,20.0,0.3289,,40624.0
35997.0,16.0,16.0,,,35997.0
,,,,,
33484.0,20.0,20.0,,,33484.0
43325.0,12.0,12.0,0.7662,0.647,43325.0
37543.0,15.0,15.0,,,37543.0
58295.0,11.0,11.0,0.777,0.4999,58295.0
33784.0,4.0,4.0,,,33784.0
48364.0,18.0,18.0,0.4934,0.801,48364.0
42557.0,22.0,22.0,0.3826,,42557.0
36188.0,7.0,7.0,,,36188.0
41631.0,20.0,20.0,0.5065,,41631.0
40621.0,6.0,6.0,,,40621.0
41733.0,26.0,26.0,0.4334,,41733.0
33166.0,17.0,17.0,,,33166.0
,4.0,4.0,1.0,1.0,
41728.0,18.0,18.0,0.4286,,41728.0
39990.0,17.0,17.0,0.5644,,39990.0
57743.0,22.0,22.0,0.7412,0.4393,57743.0
54272.0,18.0,18.0,0.4264,0.6515,54272.0
51642.0,11.0,11.0,0.6366,0.938,51642.0
46744.0,27.0,27.0,0.4267,0.6086,46744.0
19359.0,10.0,10.0,,,19359.0
31778.0,7.0,7.0,,,31778.0
37561.0,23.0,23.0,0.3673,,37561.0
,4.0,4.0,0.5455,,
27406.0,35.0,35.0,,,27406.0
59436.0,17.0,17.0,0.6572,0.2635,59436.0
27609.0,14.0,14.0,,,27609.0
28254.0,19.0,19.0,,,28254.0
37275.0,10.0,10.0,0.2892,0.4959,37275.0
32465.0,12.0,12.0,0.04,0.5977,32465.0
40594.0,23.0,23.0,0.4486,,40594.0
46086.0,13.0,13.0,0.4045,0.551,46086.0
32320.0,10.0,10.0,,,32320.0
45606.0,24.0,24.0,0.3277,0.4897,45606.0
39080.0,11.0,11.0,0.4346,,39080.0
49137.0,22.0,22.0,0.5306,0.4803,49137.0
25145.0,20.0,20.0,,,25145.0
41656.0,13.0,13.0,,,41656.0
31858.0,22.0,22.0,,,31858.0
34279.0,8.0,8.0,,,34279.0
34996.0,19.0,19.0,0.3971,0.6696,34996.0
56274.0,11.0,11.0,0.7684,0.6652,56274.0
27065.0,23.0,23.0,,,27065.0
27065.0,12.0,12.0,,,27065.0
30541.0,12.0,12.0,,,30541.0
40674.0,20.0,20.0,0.2794,,40674.0
38475.0,7.0,7.0,0.2368,0.4963,38475.0
33685.0,10.0,10.0,0.1375,,33685.0
23686.0,20.0,20.0,,,23686.0
30350.0,12.0,12.0,,,30350.0
38740.0,13.0,13.0,0.2555,0.242,38740.0
33252.0,22.0,22.0,0.2424,,33252.0
,,,,,
25301.0,20.0,20.0,,,25301.0
42712.0,16.0,16.0,0.462,0.5626,42712.0
33523.0,14.0,14.0,,,33523.0
53800.0,12.0,12.0,0.6473,0.6631,53800.0
35236.0,6.0,6.0,0.0,,35236.0
54003.0,11.0,11.0,0.457,0.8655,54003.0
42009.0,15.0,15.0,0.1974,0.9476,42009.0
39318.0,23.0,23.0,0.2292,0.9833,39318.0
35479.0,19.0,19.0,,,35479.0
49179.0,16.0,16.0,0.3449,0.5632,49179.0
,,,,,
34238.0,14.0,14.0,,,34238.0
44544.0,17.0,17.0,0.434,0.878,44544.0
35759.0,18.0,18.0,,,35759.0
50412.0,12.0,12.0,0.7396,0.8413,50412.0
40251.0,20.0,20.0,0.224,,40251.0
21586.0,10.0,10.0,,,21586.0
34421.0,12.0,12.0,0.1429,,34421.0
37174.0,23.0,23.0,0.1317,,37174.0
38208.0,12.0,12.0,0.3739,0.6266,38208.0
80137.0,9.0,9.0,0.8999,0.1135,80137.0
43184.0,20.0,20.0,0.1851,,43184.0
36666.0,20.0,20.0,0.4555,0.4309,36666.0
60726.0,9.0,9.0,,,60726.0
102772.0,19.0,19.0,0.926,0.1713,102772.0
48757.0,17.0,17.0,0.3621,0.7318,48757.0
58140.0,15.0,15.0,0.6237,0.7995,58140.0
53236.0,22.0,22.0,0.5274,0.8889,53236.0
47384.0,26.0,26.0,0.549,0.6678,47384.0
68726.0,17.0,17.0,0.8811,0.4255,68726.0
37871.0,21.0,21.0,0.2267,0.9332,37871.0
36104.0,17.0,17.0,,,36104.0
42636.0,30.0,30.0,,,42636.0
31422.0,7.0,7.0,,,31422.0
45025.0,17.0,17.0,,,45025.0
,,,,,
51745.0,11.0,11.0,0.5064,0.5912,51745.0
37623.0,16.0,16.0,,,37623.0
47397.0,13.0,13.0,0.3125,0.9777,47397.0
37138.0,20.0,20.0,,,37138.0
36909.0,14.0,14.0,0.25,0.9341,36909.0
58354.0,13.0,13.0,0.7351,0.7468,58354.0
52889.0,10.0,10.0,0.5898,0.6001,52889.0
,,,,,
,14.0,14.0,0.25,,
32932.0,13.0,13.0,,,32932.0
55232.0,16.0,16.0,0.571,0.7099,55232.0
33338.0,10.0,10.0,0.1782,0.5151,33338.0
49130.0,11.0,11.0,0.4835,0.6435,49130.0
106192.0,5.0,5.0,,,106192.0
46541.0,12.0,12.0,0.3743,0.6233,46541.0
33018.0,14.0,14.0,,,33018.0
45954.0,20.0,20.0,0.7253,0.8173,45954.0
37981.0,21.0,21.0,0.2831,,37981.0
44604.0,15.0,15.0,0.3186,0.9747,44604.0
30364.0,17.0,17.0,,,30364.0
59993.0,11.0,11.0,0.7401,0.2839,59993.0
49716.0,12.0,12.0,0.6703,0.4609,49716.0
36630.0,17.0,17.0,0.4638,0.6801,36630.0
46700.0,16.0,16.0,0.4633,0.8083,46700.0
30864.0,14.0,14.0,,,30864.0
49361.0,17.0,17.0,0.4031,0.8947,49361.0
44317.0,7.0,7.0,0.4563,0.668,44317.0
49587.0,16.0,16.0,0.4324,0.8012,49587.0
47195.0,11.0,11.0,0.4923,0.7729,47195.0
52343.0,11.0,11.0,0.6641,0.9341,52343.0
47856.0,12.0,12.0,0.4246,0.8424,47856.0
57624.0,14.0,14.0,0.6233,0.7277,57624.0
25235.0,13.0,13.0,,,25235.0
59593.0,16.0,16.0,0.4499,0.871,59593.0
45105.0,16.0,16.0,,,45105.0
44599.0,15.0,15.0,,,44599.0
36868.0,11.0,11.0,,,36868.0
39899.0,20.0,20.0,,,39899.0
34453.0,13.0,13.0,0.2676,,34453.0
52075.0,17.0,17.0,0.3271,0.9637,52075.0
38439.0,17.0,17.0,,,38439.0
43731.0,13.0,13.0,,,43731.0
33140.0,11.0,11.0,0.4688,1.0,33140.0
51658.0,20.0,20.0,0.5968,0.8393,51658.0
42057.0,13.0,13.0,,,42057.0
45608.0,13.0,13.0,0.3714,,45608.0
54670.0,16.0,16.0,0.611,0.7385,54670.0
48473.0,10.0,10.0,0.5992,0.4552,48473.0
46001.0,15.0,15.0,0.3516,0.8677,46001.0
26171.0,9.0,9.0,,,26171.0
40081.0,14.0,14.0,,,40081.0
51719.0,13.0,13.0,0.5817,0.8819,51719.0
22209.0,15.0,15.0,,,22209.0
53406.0,19.0,19.0,0.5382,0.9556,53406.0
40916.0,22.0,22.0,0.3068,,40916.0
,1.0,1.0,,,
34324.0,6.0,6.0,0.5893,,34324.0
,2.0,2.0,0.0,1.0,
40151.0,11.0,11.0,0.6677,0.7896,40151.0
62971.0,11.0,11.0,0.7762,0.6122,62971.0
58709.0,18.0,18.0,0.5975,0.819,58709.0
36884.0,17.0,17.0,,,36884.0
,,,,,
37253.0,17.0,17.0,,,37253.0
46802.0,9.0,9.0,0.3571,0.6437,46802.0
72430.0,10.0,10.0,,,72430.0
66852.0,12.0,12.0,0.761,0.7514,66852.0
28378.0,16.0,16.0,,,28378.0
24513.0,13.0,13.0,,,24513.0
26970.0,12.0,12.0,,,26970.0
18132.0,15.0,15.0,,,18132.0
29075.0,15.0,15.0,,,29075.0
26804.0,6.0,6.0,,,26804.0
35274.0,16.0,16.0,,,35274.0
,,,,,
,,,,,
56899.0,3.0,3.0,,0.0698,56899.0
42778.0,11.0,11.0,0.2763,0.4851,42778.0
,,,,,
91885.0,5.0,5.0,0.9558,0.0543,91885.0
28467.0,15.0,15.0,,,28467.0
32427.0,24.0,24.0,,,32427.0
31114.0,19.0,19.0,,,31114.0
36484.0,23.0,23.0,,,36484.0
37962.0,27.0,27.0,,,37962.0
36531.0,19.0,19.0,,,36531.0
41625.0,29.0,29.0,,,41625.0
42195.0,15.0,15.0,0.4723,0.9477,42195.0
54089.0,12.0,12.0,0.4832,0.9304,54089.0
34867.0,15.0,15.0,,,34867.0
18077.0,15.0,15.0,,,18077.0
68751.0,17.0,17.0,0.6935,0.7017,68751.0
29779.0,20.0,20.0,,,29779.0
46909.0,20.0,20.0,,,46909.0
29963.0,33.0,33.0,0.116,,29963.0
51989.0,15.0,15.0,0.5464,0.6796,51989.0
45516.0,18.0,18.0,,,45516.0
61462.0,13.0,13.0,0.6352,0.7601,61462.0
51641.0,13.0,13.0,0.5359,0.8672,51641.0
36196.0,15.0,15.0,,,36196.0
41539.0,10.0,10.0,,0.6984,41539.0
,,,,,
19219.0,11.0,11.0,,,19219.0
58169.0,10.0,10.0,0.2066,0.5748,58169.0
63586.0,3.0,3.0,,1.0,63586.0
46827.0,12.0,12.0,0.575,0.9412,46827.0
29032.0,14.0,14.0,,,29032.0
23568.0,16.0,16.0,,,23568.0
23412.0,19.0,19.0,,,23412.0
33291.0,5.0,5.0,0.2045,0.7143,33291.0
37928.0,11.0,11.0,,,37928.0
,,,,,
68740.0,18.0,18.0,0.6162,0.7869,68740.0
63446.0,13.0,13.0,0.5344,0.9312,63446.0
,,,,,
81054.0,21.0,21.0,0.8469,0.4482,81054.0
70871.0,11.0,11.0,0.7948,0.4222,70871.0
37366.0,15.0,15.0,,,37366.0
52575.0,12.0,12.0,0.6735,0.7718,52575.0
37533.0,11.0,11.0,,,37533.0
82592.0,13.0,13.0,0.75,0.6144,82592.0
62117.0,19.0,19.0,0.6698,0.8624,62117.0
40810.0,14.0,14.0,,,40810.0
,,,,,
34096.0,20.0,20.0,,,34096.0
38631.0,12.0,12.0,,,38631.0
42889.0,15.0,15.0,,,42889.0
56313.0,10.0,10.0,0.5311,0.582,56313.0
38767.0,14.0,14.0,,,38767.0
38801.0,20.0,20.0,,,38801.0
39657.0,17.0,17.0,,,39657.0
54820.0,9.0,9.0,0.7457,0.7332,54820.0
21949.0,15.0,15.0,,,21949.0
43424.0,15.0,15.0,,,43424.0
61825.0,12.0,12.0,0.7778,0.5972,61825.0
,,,,,
38877.0,19.0,19.0,,,38877.0
84522.0,8.0,8.0,,,84522.0
37724.0,15.0,15.0,,,37724.0
66099.0,14.0,14.0,0.6231,0.7406,66099.0
43038.0,7.0,7.0,0.6341,,43038.0
38479.0,15.0,15.0,,,38479.0
38683.0,27.0,27.0,,,38683.0
71530.0,13.0,13.0,0.7087,0.7915,71530.0
,,,,,
58743.0,6.0,6.0,,,58743.0
29592.0,11.0,11.0,,,29592.0
34706.0,25.0,25.0,,,34706.0
,,,,,
45143.0,26.0,26.0,,,45143.0
58572.0,17.0,17.0,0.5548,0.6835,58572.0
,,,,,
69800.0,7.0,7.0,0.7368,0.3333,69800.0
51262.0,10.0,10.0,0.5779,0.754,51262.0
51110.0,10.0,10.0,0.5684,0.907,51110.0
45399.0,16.0,16.0,0.6066,0.9414,45399.0
43892.0,18.0,18.0,,,43892.0
63571.0,10.0,10.0,,,63571.0
42406.0,19.0,19.0,,,42406.0
45799.0,15.0,15.0,0.3067,0.9205,45799.0
58723.0,7.0,7.0,,,58723.0
20303.0,8.0,8.0,,,20303.0
60123.0,12.0,12.0,0.6333,0.6087,60123.0
59572.0,10.0,10.0,0.55,0.6801,59572.0
,,,,,
57808.0,14.0,14.0,0.5308,0.7068,57808.0
89363.0,6.0,6.0,0.9652,0.0721,89363.0
52234.0,9.0,9.0,0.1867,0.627,52234.0
47852.0,13.0,13.0,,,47852.0
18890.0,12.0,12.0,,,18890.0
53213.0,14.0,14.0,0.6662,0.578,53213.0
38320.0,15.0,15.0,,,38320.0
36696.0,10.0,10.0,,,36696.0
,6.0,6.0,0.7679,0.4785,
30341.0,5.0,5.0,,,30341.0
50369.0,14.0,14.0,0.5,0.617,50369.0
35775.0,19.0,19.0,,,35775.0
38793.0,13.0,13.0,,,38793.0
39158.0,18.0,18.0,,,39158.0
54794.0,10.0,10.0,0.4014,0.5491,54794.0
48712.0,11.0,11.0,0.4257,0.8832,48712.0
60327.0,11.0,11.0,0.587,0.8953,60327.0
75194.0,8.0,8.0,,,75194.0
72850.0,8.0,8.0,,,72850.0
63926.0,13.0,13.0,0.6495,0.5842,63926.0
86331.0,8.0,8.0,,,86331.0
58656.0,15.0,15.0,0.5276,0.8413,58656.0
57103.0,12.0,12.0,0.5322,0.8203,57103.0
40458.0,13.0,13.0,,,40458.0
32999.0,14.0,14.0,,,32999.0
35723.0,9.0,9.0,0.2291,,35723.0
,,,,,
33763.0,18.0,18.0,,,33763.0
37120.0,,,,,37120.0
,,,,,
38386.0,14.0,14.0,,,38386.0
77709.0,6.0,6.0,,,77709.0
21463.0,6.0,6.0,,,21463.0
53390.0,11.0,11.0,0.4934,0.915,53390.0
56346.0,15.0,15.0,0.5352,0.9751,56346.0
25559.0,13.0,13.0,,0.7941,25559.0
,13.0,13.0,0.1,0.9429,
33680.0,15.0,15.0,,,33680.0
55700.0,10.0,10.0,0.6875,0.7068,55700.0
46989.0,12.0,12.0,0.4965,0.9126,46989.0
41728.0,20.0,20.0,,,41728.0
27084.0,10.0,10.0,,,27084.0
47863.0,4.0,4.0,0.5714,1.0,47863.0
44788.0,20.0,20.0,,,44788.0
82829.0,7.0,7.0,,,82829.0
54163.0,13.0,13.0,0.473,0.75,54163.0
63756.0,12.0,12.0,0.8827,0.8843,63756.0
48071.0,18.0,18.0,,,48071.0
48899.0,9.0,9.0,0.5934,0.5175,48899.0
51833.0,15.0,15.0,0.6387,0.6895,51833.0
48860.0,12.0,12.0,0.5685,0.9947,48860.0
77235.0,11.0,11.0,0.8078,0.8206,77235.0
46945.0,11.0,11.0,0.25,,46945.0
,,,,,
43927.0,13.0,13.0,,,43927.0
,,,,,
22374.0,17.0,17.0,,,22374.0
70527.0,9.0,9.0,0.7925,0.658,70527.0
19976.0,5.0,5.0,,,19976.0
50797.0,6.0,6.0,0.7465,0.7324,50797.0
53770.0,10.0,10.0,0.6499,0.7632,53770.0
55376.0,11.0,11.0,0.6298,0.9286,55376.0
51943.0,9.0,9.0,0.6378,0.9354,51943.0
45411.0,18.0,18.0,0.6633,0.8462,45411.0
53957.0,11.0,11.0,0.6916,0.7411,53957.0
26999.0,17.0,17.0,,,26999.0
50416.0,10.0,10.0,0.3256,0.7617,50416.0
22402.0,10.0,10.0,,,22402.0
46672.0,12.0,12.0,0.7056,0.775,46672.0
37186.0,23.0,23.0,,,37186.0
45872.0,13.0,13.0,0.3569,0.8066,45872.0
55198.0,13.0,13.0,0.5634,0.8289,55198.0
53610.0,11.0,11.0,0.5992,0.7614,53610.0
47327.0,15.0,15.0,0.3733,0.6466,47327.0
47605.0,16.0,16.0,0.5106,0.9444,47605.0
48387.0,16.0,16.0,0.4413,0.923,48387.0
49917.0,14.0,14.0,0.416,0.8575,49917.0
44947.0,12.0,12.0,0.3616,0.8688,44947.0
63742.0,17.0,17.0,0.8113,0.8241,63742.0
43361.0,12.0,12.0,0.3732,0.8031,43361.0
47596.0,12.0,12.0,0.3456,0.8523,47596.0
47156.0,13.0,13.0,0.4249,0.7755,47156.0
38146.0,12.0,12.0,,0.7176,38146.0
14236.0,7.0,7.0,,,14236.0
26446.0,17.0,17.0,,,26446.0
46396.0,27.0,27.0,,,46396.0
51504.0,12.0,12.0,0.4807,0.6639,51504.0
58759.0,13.0,13.0,0.6359,0.9384,58759.0
59986.0,13.0,13.0,0.6667,0.8672,59986.0
22544.0,6.0,6.0,0.2857,,22544.0
,,,,,
44505.0,11.0,11.0,0.5909,,44505.0
,20.0,20.0,,,
99980.0,9.0,9.0,0.9633,0.1291,99980.0
43283.0,11.0,11.0,0.5349,0.5572,43283.0
24039.0,10.0,10.0,,,24039.0
23187.0,15.0,15.0,,,23187.0
22590.0,12.0,12.0,,,22590.0
101253.0,12.0,12.0,0.8085,0.7302,101253.0
55362.0,12.0,12.0,0.5575,0.9806,55362.0
43845.0,9.0,9.0,0.519,0.7817,43845.0
59354.0,9.0,9.0,0.7488,0.8389,59354.0
,,,,,
65230.0,7.0,7.0,,1.0,65230.0
52198.0,13.0,13.0,0.7797,0.7461,52198.0
57165.0,16.0,16.0,0.6508,0.9188,57165.0
63191.0,11.0,11.0,0.6984,0.9415,63191.0
20064.0,7.0,7.0,,,20064.0
41110.0,23.0,23.0,0.3346,,41110.0
69952.0,9.0,9.0,0.7535,0.6149,69952.0
71261.0,9.0,9.0,,,71261.0
54475.0,12.0,12.0,0.4306,,54475.0
49156.0,12.0,12.0,0.5792,0.7727,49156.0
28266.0,11.0,11.0,,,28266.0
29307.0,12.0,12.0,,,29307.0
54317.0,13.0,13.0,0.7143,0.7924,54317.0
55396.0,9.0,9.0,0.5759,0.848,55396.0
57125.0,10.0,10.0,0.6524,,57125.0
53460.0,13.0,13.0,0.6341,0.7933,53460.0
41018.0,19.0,19.0,,,41018.0
,6.0,6.0,1.0,,
52559.0,14.0,14.0,0.6701,0.8767,52559.0
71901.0,10.0,10.0,0.764,0.6723,71901.0
51190.0,9.0,9.0,0.3926,0.8505,51190.0
40562.0,15.0,15.0,,,40562.0
42631.0,7.0,7.0,0.8154,1.0,42631.0
39060.0,20.0,20.0,,,39060.0
40650.0,15.0,15.0,0.5484,0.5245,40650.0
47361.0,13.0,13.0,0.481,0.7449,47361.0
52824.0,12.0,12.0,0.5224,0.9841,52824.0
62830.0,9.0,9.0,0.8838,0.1076,62830.0
37008.0,11.0,11.0,0.8667,,37008.0
42849.0,15.0,15.0,,,42849.0
28724.0,10.0,10.0,,,28724.0
40507.0,15.0,15.0,,,40507.0
42046.0,19.0,19.0,,,42046.0
43108.0,14.0,14.0,,,43108.0
,10.0,10.0,,,
25803.0,6.0,6.0,,,25803.0
63386.0,18.0,18.0,0.7445,0.9022,63386.0
47217.0,13.0,13.0,0.297,0.8081,47217.0
42793.0,19.0,19.0,,,42793.0
64762.0,16.0,16.0,0.7369,0.86,64762.0
41016.0,19.0,19.0,,,41016.0
25575.0,13.0,13.0,,,25575.0
27401.0,14.0,14.0,,,27401.0
27484.0,7.0,7.0,,,27484.0
26679.0,11.0,11.0,,,26679.0
58289.0,12.0,12.0,0.6779,0.8984,58289.0
59850.0,11.0,11.0,0.7423,0.7532,59850.0
27981.0,13.0,13.0,0.5,0.9429,27981.0
41010.0,17.0,17.0,,,41010.0
62234.0,8.0,8.0,0.44,0.9671,62234.0
55494.0,13.0,13.0,0.5618,0.7061,55494.0
60787.0,13.0,13.0,0.5738,0.7527,60787.0
35404.0,19.0,19.0,0.0961,,35404.0
43462.0,21.0,21.0,,,43462.0
55177.0,17.0,17.0,0.6384,0.9495,55177.0
49802.0,15.0,15.0,0.6299,0.8733,49802.0
41306.0,15.0,15.0,,,41306.0
50776.0,15.0,15.0,,,50776.0
,,,,,
59483.0,6.0,6.0,0.0,,59483.0
31330.0,15.0,15.0,,,31330.0
59531.0,12.0,12.0,0.6402,0.7392,59531.0
61033.0,6.0,6.0,1.0,0.8,61033.0
23303.0,24.0,24.0,,,23303.0
59274.0,10.0,10.0,0.6667,0.891,59274.0
36882.0,12.0,12.0,,,36882.0
40129.0,17.0,17.0,,,40129.0
26932.0,13.0,13.0,,,26932.0
26654.0,3.0,3.0,,,26654.0
17349.0,8.0,8.0,,,17349.0
52766.0,13.0,13.0,0.4206,0.5423,52766.0
51165.0,24.0,24.0,0.2578,0.7386,51165.0
56201.0,13.0,13.0,0.6719,0.9745,56201.0
,,,,,
20955.0,24.0,24.0,,,20955.0
40473.0,13.0,13.0,,,40473.0
48936.0,18.0,18.0,0.2987,0.5767,48936.0
40059.0,18.0,18.0,,,40059.0
63855.0,13.0,13.0,0.479,0.9175,63855.0
40428.0,18.0,18.0,,,40428.0
53175.0,14.0,14.0,0.6764,0.9883,53175.0
49694.0,11.0,11.0,0.2947,0.6603,49694.0
49898.0,10.0,10.0,0.5248,0.9715,49898.0
41206.0,18.0,18.0,,,41206.0
44468.0,14.0,14.0,0.3056,,44468.0
39883.0,13.0,13.0,,,39883.0
35246.0,22.0,22.0,,,35246.0
41889.0,19.0,19.0,,,41889.0
37723.0,16.0,16.0,,,37723.0
45427.0,17.0,17.0,,,45427.0
35715.0,9.0,9.0,0.2439,,35715.0
47601.0,17.0,17.0,0.5189,0.9567,47601.0
47007.0,14.0,14.0,,,47007.0
48928.0,15.0,15.0,0.5054,0.8802,48928.0
36355.0,7.0,7.0,0.4167,0.5268,36355.0
52113.0,12.0,12.0,0.454,0.6327,52113.0
37213.0,17.0,17.0,,,37213.0
41704.0,13.0,13.0,,,41704.0
37043.0,19.0,19.0,0.452,0.9331,37043.0
23712.0,10.0,10.0,,,23712.0
47495.0,7.0,7.0,0.5797,,47495.0
41291.0,13.0,13.0,,,41291.0
43470.0,17.0,17.0,,,43470.0
34941.0,16.0,16.0,,,34941.0
45387.0,18.0,18.0,,,45387.0
35242.0,27.0,27.0,,0.9853,35242.0
40795.0,13.0,13.0,,,40795.0
,15.0,15.0,0.0909,,
61945.0,17.0,17.0,0.6728,0.8784,61945.0
55041.0,10.0,10.0,0.5196,0.5103,55041.0
21295.0,13.0,13.0,,,21295.0
57262.0,18.0,18.0,0.6857,0.9514,57262.0
51152.0,14.0,14.0,0.323,0.6962,51152.0
49774.0,15.0,15.0,,0.4199,49774.0
37818.0,14.0,14.0,,,37818.0
51864.0,17.0,17.0,,,51864.0
48860.0,12.0,12.0,0.5333,0.4796,48860.0
52084.0,13.0,13.0,0.4948,0.6588,52084.0
62972.0,11.0,11.0,0.419,0.6682,62972.0
45966.0,11.0,11.0,,,45966.0
46928.0,10.0,10.0,,,46928.0
38616.0,12.0,12.0,,,38616.0
55552.0,11.0,11.0,0.2849,0.7823,55552.0
55552.0,5.0,5.0,,,55552.0
50579.0,14.0,14.0,0.5553,0.8618,50579.0
51892.0,22.0,22.0,,,51892.0
59483.0,12.0,12.0,0.3852,0.8193,59483.0
42175.0,14.0,14.0,,,42175.0
41445.0,13.0,13.0,,,41445.0
55646.0,9.0,9.0,0.3846,0.7016,55646.0
45846.0,9.0,9.0,0.3672,0.611,45846.0
54058.0,15.0,15.0,0.4412,0.5271,54058.0
49774.0,13.0,13.0,0.5418,,49774.0
38679.0,16.0,16.0,,,38679.0
51532.0,20.0,20.0,0.5159,0.9485,51532.0
34101.0,22.0,22.0,,,34101.0
40573.0,16.0,16.0,0.4048,0.9833,40573.0
42368.0,11.0,11.0,0.7003,0.7873,42368.0
,,,,,
34504.0,17.0,17.0,,,34504.0
62069.0,12.0,12.0,0.5972,0.8778,62069.0
43150.0,8.0,8.0,0.6187,0.2458,43150.0
20392.0,10.0,10.0,,,20392.0
34242.0,20.0,20.0,,,34242.0
45500.0,9.0,9.0,0.4309,0.5036,45500.0
41583.0,23.0,23.0,0.4069,,41583.0
36343.0,18.0,18.0,,,36343.0
66240.0,10.0,10.0,0.8675,0.6285,66240.0
41623.0,10.0,10.0,0.5,,41623.0
23207.0,15.0,15.0,,,23207.0
61480.0,13.0,13.0,0.6196,,61480.0
45036.0,18.0,18.0,0.4425,0.8302,45036.0
45795.0,16.0,16.0,0.4924,0.6431,45795.0
36143.0,23.0,23.0,,,36143.0
,,,,,
52074.0,14.0,14.0,0.4613,0.7152,52074.0
18537.0,10.0,10.0,,,18537.0
29868.0,15.0,15.0,,,29868.0
28449.0,19.0,19.0,,,28449.0
35714.0,17.0,17.0,,,35714.0
36323.0,17.0,17.0,,,36323.0
38171.0,23.0,23.0,,,38171.0
24148.0,20.0,20.0,,,24148.0
28188.0,17.0,17.0,0.2727,,28188.0
21256.0,12.0,12.0,0.5625,0.45,21256.0
36382.0,11.0,11.0,0.3229,0.915,36382.0
46747.0,12.0,12.0,0.4845,0.6855,46747.0
59025.0,17.0,17.0,0.6877,0.9489,59025.0
42375.0,13.0,13.0,0.3072,0.4439,42375.0
,,,,,
41129.0,17.0,17.0,0.3693,,41129.0
53899.0,13.0,13.0,0.6216,0.8154,53899.0
,,,,,
35733.0,16.0,16.0,,,35733.0
32194.0,19.0,19.0,,,32194.0
44246.0,15.0,15.0,0.4341,0.9376,44246.0
43197.0,14.0,14.0,0.4723,0.8397,43197.0
44737.0,16.0,16.0,0.5846,0.8398,44737.0
36147.0,18.0,18.0,,,36147.0
50220.0,17.0,17.0,0.5005,0.8601,50220.0
34891.0,18.0,18.0,,,34891.0
48231.0,15.0,15.0,0.3537,,48231.0
32954.0,13.0,13.0,,,32954.0
23921.0,14.0,14.0,,,23921.0
24022.0,20.0,20.0,,,24022.0
24397.0,16.0,16.0,,,24397.0
23925.0,24.0,24.0,,,23925.0
30787.0,17.0,17.0,,,30787.0
29482.0,18.0,18.0,,,29482.0
,20.0,20.0,0.4326,0.8723,
49438.0,9.0,9.0,0.4467,0.9764,49438.0
